token,label,label_gpt
men,O,O
with,O,O
the,O,O
D442G,O,O
mutation,O,O
and,O,O
HDL,O,B
cholesterol,O,I
between,O,O
41,O,O
and,O,O
60,O,O
mg,O,O
/,O,O
dl,O,O
.,O,O
The,O,O
findings,O,O
suggest,O,O
that,O,O
both,O,O
HDL,O,B
concentration,O,I
and,O,O
the,O,O
dynamics,O,O
of,O,O
cholesterol,O,O
transport,O,O
through,O,O
HDL,O,B
(,O,O
i,O,O
.,O,O
e,O,O
.,O,O
",",O,O
reverse,O,O
cholesterol,O,O
transport,O,O
),O,O
determine,O,O
the,O,O
anti,O,O
-,O,O
atherogenicity,O,O
of,O,O
the,O,O
HDL,O,B
fraction,O,O
.,O,O
Mapping,O,O
the,O,O
homolog,O,O
of,O,O
the,O,O
human,O,O
Rb1,O,B
gene,O,O
to,O,O
chromosome,O,O
14,O,O
of,O,O
higher,O,O
primates,O,O
.,O,O
The,O,O
Rb1,O,B
gene,O,O
has,O,O
been,O,O
implicated,O,O
with,O,O
retinoblastoma,B,O
and,O,O
is,O,O
located,O,O
on,O,O
human,O,O
Chromosome,O,O
(,O,O
Chr,O,O
),O,O
13q14,O,O
.,O,O
2,O,O
2,O,O
.,O,O
A,O,O
unique,O,O
sequence,O,O
human,O,O
Rb1,O,B
cosmid,O,O
DNA,O,O
probe,O,O
has,O,O
been,O,O
used,O,O
to,O,O
localize,O,O
this,O,O
region,O,O
on,O,O
apes,O,O
Chr,O,O
14,O,O
by,O,O
the,O,O
FISH,O,O
technique,O,O
.,O,O
The,O,O
conservation,O,O
of,O,O
the,O,O
Rb1,O,B
gene,O,O
in,O,O
higher,O,O
primates,O,O
at,O,O
the,O,O
corresponding,O,O
equivalent,O,O
chromosome,O,O
locus,O,O
(,O,O
14q14,O,O
),O,O
of,O,O
the,O,O
human,O,O
may,O,O
serve,O,O
as,O,O
a,O,O
phylogenetic,O,O
marker,O,O
to,O,O
further,O,O
trace,O,O
the,O,O
evolutionary,O,O
pathway,O,O
of,O,O
human,O,O
descent,O,O
.,O,O
Wiskott,B,B
-,I,I
Aldrich,I,I
syndrome,I,I
:,O,O
no,O,O
strict,O,O
genotype,O,O
-,O,O
phenotype,O,O
correlations,O,O
but,O,O
clustering,O,O
of,O,O
missense,O,O
mutations,O,O
in,O,O
the,O,O
amino,O,B
-,O,I
terminal,O,I
part,O,I
of,O,I
the,O,I
WASP,O,O
gene,O,O
product,O,O
.,O,O
The,O,O
Wiskott,B,B
-,I,I
Aldrich,I,I
syndrome,I,I
protein,O,I
(,O,O
WASP,O,B
),O,O
gene,O,O
was,O,O
found,O,O
to,O,O
be,O,O
mutated,O,O
in,O,O
patients,O,O
presenting,O,O
with,O,O
WAS,B,B
and,O,O
in,O,O
patients,O,O
showing,O,O
X,B,B
-,I,I
linked,I,I
thrombocytopenia,I,I
.,O,O
Mutation,O,O
analysis,O,O
in,O,O
19,O,O
families,O,O
of,O,O
German,O,O
",",O,O
Swiss,O,O
and,O,O
Turkish,O,O
descent,O,O
by,O,O
single,O,O
-,O,O
strand,O,O
conformation,O,O
polymorphism,O,O
and,O,O
sequencing,O,O
resulted,O,O
in,O,O
the,O,O
detection,O,O
of,O,O
seven,O,O
novel,O,O
and,O,O
10,O,O
known,O,O
mutations,O,O
.,O,O
A,O,O
striking,O,O
clustering,O,O
of,O,O
missense,O,O
mutations,O,O
in,O,O
the,O,O
first,O,O
four,O,O
exons,O,O
contrasted,O,O
with,O,O
a,O,O
random,O,O
distribution,O,O
of,O,O
nonsense,O,O
mutations,O,O
.,O,O
More,O,O
than,O,O
85,O,O
%,O,O
of,O,O
all,O,O
known,O,O
missense,O,O
mutations,O,O
were,O,O
localized,O,O
in,O,O
the,O,O
amino,O,B
-,O,I
terminal,O,I
stretch,O,I
of,O,O
the,O,O
WASP,O,B
gene,O,I
product,O,I
;,O,O
this,O,O
region,O,O
contained,O,O
a,O,O
mutational,O,O
hot,O,O
spot,O,O
at,O,O
codon,O,O
86,O,O
.,O,O
No,O,O
genotype,O,O
-,O,O
phenotype,O,O
correlation,O,O
emerged,O,O
after,O,O
a,O,O
comparison,O,O
of,O,O
the,O,O
identified,O,O
mutations,O,O
with,O,O
the,O,O
resulting,O,O
clinical,O,O
picture,O,O
for,O,O
a,O,O
classical,O,O
WAS,B,B
phenotype,O,I
.,O,O
A,O,O
substitution,O,O
at,O,O
codon,O,O
86,O,O
resulted,O,O
in,O,O
an,O,O
extremely,O,O
variable,O,O
expression,O,O
of,O,O
the,O,O
disease,O,O
in,O,O
a,O,O
large,O,O
Swiss,O,O
family,O,O
.,O,O
An,O,O
extended,O,O
homology,O,O
search,O,O
revealed,O,O
a,O,O
distant,O,O
relationship,O,O
of,O,O
this,O,O
stretch,O,O
to,O,O
the,O,O
vasodilator,O,B
-,O,I
stimulated,O,I
phosphoprotein,O,I
(,O,O
VASP,O,B
),O,O
",",O,O
which,O,O
is,O,O
involved,O,O
in,O,O
the,O,O
maintenance,O,O
of,O,O
cyto,O,O
-,O,O
architecture,O,O
by,O,O
interacting,O,O
with,O,O
actin,O,B
-,O,I
like,O,I
filaments,O,I
.,O,O
Influence,O,O
of,O,O
PAX6,O,B
gene,O,I
dosage,O,I
on,O,O
development,O,O
:,O,O
overexpression,O,O
causes,O,O
severe,O,O
eye,B,B
abnormalities,I,I
.,O,O
Aniridia,B,B
in,O,O
man,O,O
and,O,O
Small,O,B
eye,O,I
in,O,O
mice,O,O
are,O,O
semidominant,B,O
developmental,I,O
disorders,I,O
caused,O,O
by,O,O
mutations,O,O
within,O,O
the,O,O
paired,O,O
box,O,O
gene,O,O
PAX6,O,B
.,O,O
Whereas,O,O
heterozygotes,O,O
suffer,O,O
from,O,O
iris,B,B
hypoplasia,I,I
",",O,O
homozygous,O,O
mice,O,O
lack,O,O
eyes,O,B
and,O,O
nasal,O,B
cavities,O,I
and,O,O
exhibit,O,O
brain,B,B
abnormalities,I,I
.,O,O
To,O,O
investigate,O,O
the,O,O
role,O,O
of,O,O
gene,O,B
dosage,O,I
in,O,O
more,O,O
detail,O,O
",",O,O
we,O,O
have,O,O
generated,O,O
yeast,O,O
artificial,O,O
chromosome,O,O
transgenic,O,O
mice,O,O
carrying,O,O
the,O,O
human,O,O
PAX6,O,B
locus,O,I
.,O,O
When,O,O
crossed,O,O
onto,O,O
the,O,O
Small,O,O
eye,O,O
background,O,O
",",O,O
the,O,O
transgene,O,O
rescues,O,O
the,O,O
mutant,O,O
phenotype,O,O
.,O,O
Strikingly,O,O
",",O,O
mice,O,O
carrying,O,O
multiple,O,O
copies,O,O
on,O,O
a,O,O
wild,O,O
-,O,O
type,O,O
background,O,O
show,O,O
specific,O,O
developmental,B,O
abnormalities,I,O
of,I,O
the,I,O
eye,I,O
",",O,O
but,O,O
not,O,O
of,O,O
other,O,O
tissues,O,O
expressing,O,O
the,O,O
gene,O,B
.,O,O
Thus,O,O
",",O,O
at,O,O
least,O,O
five,O,O
different,O,O
eye,O,O
phenotypes,O,O
are,O,O
associated,O,O
with,O,O
changes,O,O
in,O,O
PAX6,O,B
expression,O,O
.,O,O
We,O,O
provide,O,O
evidence,O,O
that,O,O
not,O,O
only,O,O
reduced,O,O
",",O,O
but,O,O
also,O,O
increased,O,O
levels,O,O
of,O,O
transcriptional,O,O
regulators,O,O
can,O,O
cause,O,O
developmental,B,O
defects,I,O
.,O,O
Heterodimer,O,O
formation,O,O
and,O,O
activity,O,O
in,O,O
the,O,O
human,O,O
enzyme,O,O
galactose,O,O
-,O,O
1,O,O
-,O,O
phosphate,O,O
uridylyltransferase,O,O
.,O,O
One,O,O
of,O,O
the,O,O
fundamental,O,O
questions,O,O
concerning,O,O
expression,O,O
and,O,O
function,O,O
of,O,O
dimeric,O,O
enzymes,O,O
involves,O,O
the,O,O
impact,O,O
of,O,O
naturally,O,O
occurring,O,O
mutations,O,O
on,O,O
subunit,O,O
assembly,O,O
and,O,O
heterodimer,O,O
activity,O,O
.,O,O
This,O,O
question,O,O
is,O,O
of,O,O
particular,O,O
interest,O,O
for,O,O
the,O,O
human,O,O
enzyme,O,O
galactose,O,B
-,O,I
l,O,I
-,O,I
phosphate,O,I
uridylyl,O,I
-,O,I
transferase,O,I
(,O,O
GALT,O,B
),O,O
",",O,O
impairment,O,O
of,O,O
which,O,O
results,O,O
in,O,O
the,O,O
inherited,B,O
metabolic,I,O
disorder,I,O
galactosemia,B,B
",",O,O
because,O,O
many,O,O
if,O,O
not,O,O
most,O,O
patients,O,O
studied,O,O
to,O,O
date,O,O
are,O,O
compound,O,O
heterozygotes,O,O
rather,O,O
than,O,O
TRUE,O,O
molecular,O,O
homozygotes,O,O
.,O,O
Furthermore,O,O
",",O,O
the,O,O
broad,O,O
range,O,O
of,O,O
phenotypic,O,O
severity,O,O
observed,O,O
in,O,O
these,O,O
patients,O,O
raises,O,O
the,O,O
possibility,O,O
that,O,O
allelic,O,O
combination,O,O
",",O,O
not,O,O
just,O,O
allelic,O,O
constitution,O,O
",",O,O
may,O,O
play,O,O
some,O,O
role,O,O
in,O,O
determining,O,O
outcome,O,O
.,O,O
In,O,O
the,O,O
work,O,O
described,O,O
herein,O,O
",",O,O
we,O,O
have,O,O
selected,O,O
two,O,O
distinct,O,O
naturally,O,O
occurring,O,O
mutations,O,O
of,O,O
GALT,O,B
",",O,O
Q188R,O,O
and,O,O
R333W,O,O
",",O,O
and,O,O
asked,O,O
the,O,O
questions,O,O
(,O,O
i,O,O
),O,O
what,O,O
are,O,O
the,O,O
impacts,O,O
of,O,O
these,O,O
mutations,O,O
on,O,O
subunit,O,O
assembly,O,O
",",O,O
and,O,O
(,O,O
ii,O,O
),O,O
if,O,O
heterodimers,O,O
do,O,O
form,O,O
",",O,O
are,O,O
they,O,O
active,O,O
?,O,O
To,O,O
answer,O,O
these,O,O
questions,O,O
",",O,O
we,O,O
have,O,O
established,O,O
a,O,O
yeast,O,O
system,O,O
for,O,O
the,O,O
coexpression,O,O
of,O,O
epitope,O,O
-,O,O
tagged,O,O
alleles,O,O
of,O,O
human,O,O
GALT,O,B
and,O,O
investigated,O,O
both,O,O
the,O,O
extent,O,O
of,O,O
specific,O,O
GALT,O,B
subunit,O,O
interactions,O,O
and,O,O
the,O,O
activity,O,O
of,O,O
defined,O,O
heterodimer,O,O
pools,O,O
.,O,O
We,O,O
have,O,O
found,O,O
that,O,O
both,O,O
homodimers,O,O
and,O,O
heterodimers,O,O
do,O,O
form,O,O
involving,O,O
each,O,O
of,O,O
the,O,O
mutant,O,O
subunits,O,O
tested,O,O
and,O,O
that,O,O
both,O,O
heterodimer,O,O
pools,O,O
retain,O,O
substantial,O,O
enzymatic,O,O
activity,O,O
.,O,O
These,O,O
results,O,O
are,O,O
significant,O,O
not,O,O
only,O,O
in,O,O
terms,O,O
of,O,O
their,O,O
implications,O,O
for,O,O
furthering,O,O
our,O,O
understanding,O,O
of,O,O
galactosemia,B,O
and,O,O
GALT,O,B
holoenzyme,O,I
structure,O,I
-,O,I
function,O,I
relationships,O,I
but,O,O
also,O,O
because,O,O
the,O,O
system,O,O
described,O,O
may,O,O
serve,O,O
as,O,O
a,O,O
model,O,O
for,O,O
similar,O,O
studies,O,O
of,O,O
other,O,O
complexes,O,O
composed,O,O
of,O,O
multiple,O,O
subunits,O,O
.,O,O
.,O,O
Cleavage,O,O
of,O,O
huntingtin,O,B
by,O,O
apopain,O,O
",",O,O
a,O,O
proapoptotic,O,O
cysteine,O,O
protease,O,O
",",O,O
is,O,O
modulated,O,O
by,O,O
the,O,O
polyglutamine,O,O
tract,O,O
.,O,O
Apoptosis,O,O
has,O,O
recently,O,O
been,O,O
recognized,O,O
as,O,O
a,O,O
mode,O,O
of,O,O
cell,O,O
death,O,O
in,O,O
Huntington,B,B
disease,I,I
(,O,O
HD,B,O
),O,O
.,O,O
Apopain,O,O
",",O,O
a,O,O
human,O,O
counterpart,O,O
of,O,O
the,O,O
nematode,O,O
cysteine,O,O
protease,O,O
death,O,O
-,O,O
gene,O,O
product,O,O
",",O,O
CED,O,B
-,O,I
3,O,I
",",O,O
has,O,O
a,O,O
key,O,O
role,O,O
in,O,O
proteolytic,O,O
events,O,O
leading,O,O
to,O,O
apoptosis,O,O
.,O,O
Here,O,O
we,O,O
show,O,O
that,O,O
apoptotic,O,O
extracts,O,O
and,O,O
apopain,O,O
itself,O,O
specifically,O,O
cleave,O,O
the,O,O
HD,B,B
gene,O,I
product,O,O
",",O,O
huntingtin,O,O
.,O,O
The,O,O
rate,O,O
of,O,O
cleavage,O,O
increases,O,O
with,O,O
the,O,O
length,O,O
of,O,O
the,O,O
huntingtin,O,O
polyglutamine,O,O
tract,O,O
",",O,O
providing,O,O
an,O,O
explanation,O,O
for,O,O
the,O,O
gain,O,O
-,O,O
of,O,O
-,O,O
function,O,O
associated,O,O
with,O,O
CAG,O,O
expansion,O,O
.,O,O
Our,O,O
results,O,O
show,O,O
that,O,O
huntingtin,O,O
is,O,O
cleaved,O,O
by,O,O
cysteine,O,O
proteases,O,O
and,O,O
suggest,O,O
that,O,O
HD,B,B
might,O,O
be,O,O
a,O,O
disorder,B,O
of,I,O
inappropriate,I,O
apoptosis,I,O
.,O,O
.,O,O
The,O,O
5,O,O
',O,O
end,O,O
of,O,O
the,O,O
BRCA1,O,B
gene,O,I
lies,O,O
within,O,O
a,O,O
duplicated,O,O
region,O,O
of,O,O
human,O,O
chromosome,O,O
17q21,O,O
.,O,O
To,O,O
begin,O,O
to,O,O
address,O,O
the,O,O
hypothesis,O,O
that,O,O
abnormal,O,O
regulation,O,O
of,O,O
the,O,O
breast,B,O
/,I,O
ovarian,I,O
cancer,I,O
susceptibility,O,O
gene,O,O
BRCA1,O,B
is,O,O
a,O,O
critical,O,O
step,O,O
in,O,O
sporadic,O,O
breast,O,O
/,O,O
ovarian,O,O
tumorigenesis,O,O
",",O,O
we,O,O
have,O,O
determined,O,O
the,O,O
detailed,O,O
structure,O,O
of,O,O
the,O,O
BRCA1,O,B
genomic,O,I
region,O,I
.,O,O
We,O,O
show,O,O
that,O,O
this,O,O
region,O,O
of,O,O
the,O,O
genome,O,O
contains,O,O
a,O,O
tandem,O,O
duplication,O,O
of,O,O
approximately,O,O
30,O,O
kilobases,O,O
",",O,O
which,O,O
results,O,O
in,O,O
two,O,O
copies,O,O
of,O,O
BRCA1,O,B
exons,O,I
1,O,I
and,O,I
2,O,I
",",O,O
of,O,O
exons,O,O
1,O,O
and,O,O
3,O,O
of,O,O
the,O,O
adjacent,O,O
1A1,O,O
-,O,O
3B,O,O
gene,O,O
and,O,O
of,O,O
the,O,O
previously,O,O
reported,O,O
295,O,O
base,O,O
pair,O,O
intergenic,O,O
region,O,O
.,O,O
Sequence,O,O
analysis,O,O
of,O,O
the,O,O
duplicated,O,O
exons,O,O
of,O,O
BRCA1,O,B
and,O,I
1A1,O,O
-,O,O
3B,O,O
and,O,O
flanking,O,O
genomic,O,O
DNA,O,O
reveals,O,O
maintenance,O,O
of,O,O
the,O,O
intron,O,O
-,O,O
exon,O,O
structure,O,O
and,O,O
a,O,O
high,O,O
degree,O,O
of,O,O
nucleotide,O,O
sequence,O,O
identity,O,O
",",O,O
suggesting,O,O
that,O,O
these,O,O
are,O,O
non,O,O
-,O,O
processed,O,O
pseudogenes,O,O
and,O,O
that,O,O
the,O,O
duplication,O,O
is,O,O
a,O,O
recent,O,O
event,O,O
in,O,O
evolutionary,O,O
terms,O,O
.,O,O
We,O,O
also,O,O
show,O,O
that,O,O
a,O,O
processed,O,O
pseudogene,O,O
of,O,O
the,O,O
acidic,O,B
ribosomal,O,I
phosphoprotein,O,I
P1,O,I
(,O,O
ARPP1,O,B
),O,O
is,O,O
inserted,O,O
directly,O,O
upstream,O,O
of,O,O
pseudo,O,O
-,O,O
BRCA1,O,O
exon,O,O
1A,O,O
.,O,O
We,O,O
believe,O,O
that,O,O
these,O,O
findings,O,O
could,O,O
not,O,O
only,O,O
confound,O,O
BRCA1,O,O
mutation,O,O
analysis,O,O
",",O,O
but,O,O
could,O,O
have,O,O
implications,O,O
for,O,O
the,O,O
normal,O,O
and,O,O
abnormal,O,O
regulation,O,O
of,O,O
BRCA1,O,O
transcription,O,O
",",O,O
translation,O,O
and,O,O
function,O,O
.,O,O
.,O,O
Deletion,O,O
of,O,O
small,O,O
nuclear,O,O
ribonucleoprotein,O,O
polypeptide,O,O
N,O,B
(,O,O
SNRPN,O,B
),O,O
in,O,O
Prader,B,O
-,I,O
Willi,I,O
syndrome,I,O
detected,O,O
by,O,O
fluorescence,O,O
in,O,O
situ,O,O
hybridization,O,O
:,O,O
two,O,O
sibs,O,O
with,O,O
the,O,O
typical,O,O
phenotype,O,O
without,O,O
a,O,O
cytogenetic,O,O
deletion,O,O
in,O,O
chromosome,O,O
15q,O,O
.,O,O
The,O,O
small,O,O
nuclear,O,O
ribonucleoprotein,O,O
polypeptide,O,O
N,O,B
(,O,O
SNRPN,O,B
),O,O
gene,O,O
is,O,O
regarded,O,O
as,O,O
one,O,O
of,O,O
the,O,O
candidates,O,O
for,O,O
Prader,B,O
-,I,O
Willi,I,O
syndrome,I,O
(,O,O
PWS,B,O
),O,O
.,O,O
We,O,O
describe,O,O
two,O,O
sibs,O,O
with,O,O
typical,O,O
PWS,B,B
presenting,O,O
deletion,O,O
of,O,O
SNRPN,O,B
detected,O,O
by,O,O
fluorescence,O,O
in,O,O
situ,O,O
hybridization,O,O
(,O,O
FISH,O,O
),O,O
.,O,O
Neither,O,O
a,O,O
cytogenetically,O,O
detectable,O,O
15q12,O,O
deletion,O,O
nor,O,O
a,O,O
deletion,O,O
for,O,O
the,O,O
D15S11,O,O
",",O,O
D15S10,O,O
",",O,O
and,O,O
GABRB3,O,B
cosmid,O,I
probes,O,I
were,O,O
found,O,O
in,O,O
either,O,O
patient,O,O
.,O,O
This,O,O
implies,O,O
a,O,O
smaller,O,O
deletion,O,O
limited,O,O
to,O,O
the,O,O
PWS,B,B
critical,O,I
region,O,I
.,O,O
FISH,O,O
with,O,O
a,O,O
SNRPN,O,B
probe,O,O
will,O,O
permit,O,O
analysis,O,O
of,O,O
PWS,B,B
patients,O,O
with,O,O
limited,O,O
deletions,O,O
not,O,O
detectable,O,O
with,O,O
other,O,O
probes,O,O
.,O,O
Expression,O,O
of,O,O
the,O,O
von,B,B
Hippel,I,I
-,I,I
Lindau,I,I
disease,I,I
tumour,I,I
suppressor,O,I
gene,O,I
during,O,O
human,O,O
embryogenesis,O,O
.,O,O
The,O,O
von,B,B
Hippel,I,I
-,I,I
Lindau,I,I
(,I,O
VHL,I,B
),I,O
disease,I,I
product,O,I
is,O,O
thought,O,O
to,O,O
down,O,O
-,O,O
regulate,O,O
transcription,O,O
by,O,O
antagonizing,O,O
elongin,O,O
-,O,O
enhanced,O,O
transcriptional,O,O
elongation,O,O
.,O,O
Germline,O,O
VHL,B,B
gene,O,I
mutations,O,O
predispose,O,O
to,O,O
the,O,O
development,O,O
of,O,O
retinal,B,O
",",I,O
cerebellar,I,O
and,I,O
spinal,I,O
haemangioblastomas,I,O
",",O,O
renal,B,B
cell,I,I
carcinoma,I,I
and,O,O
phaeochromocytoma,B,O
.,O,O
In,O,O
addition,O,O
",",O,O
somatic,O,O
Inactivation,O,O
of,O,O
the,O,O
VHL,B,B
gene,O,I
is,O,O
frequent,O,O
in,O,O
sporadic,B,B
renal,I,I
cell,I,I
carcinoma,I,I
and,O,O
haemangioblastoma,B,O
.,O,O
Regulation,O,O
of,O,O
transcript,O,O
elongation,O,O
is,O,O
an,O,O
important,O,O
control,O,O
mechanism,O,O
for,O,O
gene,O,O
expression,O,O
and,O,O
the,O,O
VHL,B,B
gene,O,I
might,O,O
modify,O,O
the,O,O
expression,O,O
of,O,O
proto,O,O
-,O,O
oncogenes,O,O
and,O,O
growth,O,O
suppressor,O,O
genes,O,O
during,O,O
embryogenesis,O,O
.,O,O
We,O,O
therefore,O,O
investigated,O,O
the,O,O
expression,O,O
of,O,O
VHL,B,B
mRNA,O,I
during,O,O
human,O,O
embryogenesis,O,O
by,O,O
in,O,O
situ,O,O
hybridization,O,O
studies,O,O
at,O,O
4,O,O
",",O,O
6,O,O
and,O,O
10,O,O
weeks,O,O
post,O,O
conception,O,O
.,O,O
Although,O,O
VHL,B,B
mRNA,O,I
was,O,O
expressed,O,O
in,O,O
all,O,O
three,O,O
germ,O,O
layers,O,O
",",O,O
strong,O,O
expression,O,O
was,O,O
noted,O,O
in,O,O
the,O,O
central,O,O
nervous,O,O
system,O,O
",",O,O
kidneys,O,B
",",O,O
testis,O,B
and,O,O
lung,O,B
.,O,O
Within,O,O
the,O,O
kidney,O,B
",",O,O
VHL,B,B
mRNA,O,I
was,O,O
differentially,O,O
expressed,O,O
within,O,O
renal,O,O
tubules,O,O
suggesting,O,O
that,O,O
the,O,O
VHL,B,B
gene,O,I
product,O,I
may,O,O
have,O,O
a,O,O
specific,O,O
role,O,O
in,O,O
kidney,O,B
development,O,O
.,O,O
Two,O,O
alternatively,O,O
spliced,O,O
VHL,B,B
mRNAs,O,O
characterized,O,O
by,O,O
inclusion,O,O
(,O,O
isoform,O,O
I,O,O
),O,O
or,O,O
exclusion,O,O
(,O,O
isoform,O,O
II,O,O
),O,O
of,O,O
exon,O,O
2,O,O
are,O,O
transcribed,O,O
in,O,O
adult,O,O
tissues,O,O
.,O,O
To,O,O
investigate,O,O
if,O,O
the,O,O
two,O,O
isoforms,O,O
are,O,O
differentially,O,O
expressed,O,O
during,O,O
embryogenesis,O,O
",",O,O
VHL,B,B
mRNA,O,O
was,O,O
reverse,O,O
transcribed,O,O
from,O,O
13,O,O
fetal,O,O
tissues,O,O
(,O,O
8,O,O
-,O,O
10,O,O
weeks,O,O
gestation,O,O
),O,O
.,O,O
The,O,O
quantitative,O,O
distribution,O,O
of,O,O
VHL,B,B
mRNA,O,O
within,O,O
fetal,O,O
tissues,O,O
reflected,O,O
that,O,O
seen,O,O
by,O,O
in,O,O
situ,O,O
hybridization,O,O
and,O,O
the,O,O
ratio,O,O
of,O,O
the,O,O
two,O,O
VHL,B,B
isoforms,O,O
was,O,O
similar,O,O
between,O,O
tissues,O,O
.,O,O
Although,O,O
the,O,O
genes,O,O
regulated,O,O
by,O,O
the,O,O
VHL,B,B
gene,O,O
product,O,O
have,O,O
not,O,O
yet,O,O
been,O,O
identified,O,O
",",O,O
our,O,O
findings,O,O
are,O,O
compatible,O,O
with,O,O
the,O,O
hypothesis,O,O
that,O,O
VHL,B,B
-,O,I
mediated,O,I
control,O,I
of,O,I
transcriptional,O,I
elongation,O,I
may,O,O
have,O,O
a,O,O
role,O,O
in,O,O
normal,O,O
human,O,O
development,O,O
.,O,O
.,O,O
Genetic,O,O
heterogeneity,O,O
in,O,O
hereditary,B,B
breast,I,I
cancer,I,I
:,O,O
role,O,O
of,O,O
BRCA1,O,O
and,O,O
BRCA2,O,O
.,O,O
The,O,O
common,O,O
hereditary,O,B
forms,O,I
of,O,I
breast,B,I
cancer,I,I
have,O,O
been,O,O
largely,O,O
attributed,O,O
to,O,O
the,O,O
inheritance,O,O
of,O,O
mutations,O,O
in,O,O
the,O,O
BRCA1,O,O
or,O,O
BRCA2,O,O
genes,O,O
.,O,O
However,O,O
",",O,O
it,O,O
is,O,O
not,O,O
yet,O,O
clear,O,O
what,O,O
proportion,O,O
of,O,O
hereditary,B,B
breast,I,I
cancer,I,I
is,O,O
explained,O,O
by,O,O
BRCA1,O,O
and,O,O
BRCA2,O,O
or,O,O
by,O,O
some,O,O
other,O,O
unidentified,O,O
susceptibility,O,O
gene,O,O
(,O,O
s,O,O
),O,O
.,O,O
We,O,O
describe,O,O
the,O,O
proportion,O,O
of,O,O
hereditary,B,O
breast,I,B
cancer,I,I
explained,O,O
by,O,O
BRCA1,O,O
or,O,O
BRCA2,O,O
in,O,O
a,O,O
sample,O,O
of,O,O
North,O,O
American,O,O
hereditary,B,O
breast,I,B
cancers,I,I
and,O,O
assess,O,O
the,O,O
evidence,O,O
for,O,O
additional,O,O
susceptibility,O,O
genes,O,O
that,O,O
may,O,O
confer,O,O
hereditary,B,O
breast,I,B
or,I,O
ovarian,I,O
cancer,I,I
risk,O,O
.,O,O
Twenty,O,O
-,O,O
three,O,O
families,O,O
were,O,O
identified,O,O
through,O,O
two,O,O
high,O,O
-,O,O
risk,O,O
breast,B,B
cancer,I,I
research,O,O
programs,O,O
.,O,O
Genetic,O,O
analysis,O,O
was,O,O
undertaken,O,O
to,O,O
establish,O,O
linkage,O,O
between,O,O
the,O,O
breast,B,B
or,I,O
ovarian,I,B
cancer,I,I
cases,O,O
and,O,O
markers,O,O
on,O,O
chromosomes,O,O
17q,O,O
(,O,O
BRCA1,O,O
),O,O
and,O,O
13q,O,O
(,O,O
BRCA2,O,O
),O,O
.,O,O
Mutation,O,O
analysis,O,O
in,O,O
the,O,O
BRCA1,O,O
and,O,O
BRCA2,O,O
genes,O,O
was,O,O
also,O,O
undertaken,O,O
in,O,O
all,O,O
families,O,O
.,O,O
The,O,O
pattern,O,O
of,O,O
hereditary,B,O
cancer,I,B
in,O,O
14,O,O
(,O,O
61,O,O
%,O,O
),O,O
of,O,O
the,O,O
23,O,O
families,O,O
studied,O,O
was,O,O
attributed,O,O
to,O,O
BRCA1,O,O
by,O,O
a,O,O
combination,O,O
of,O,O
linkage,O,O
and,O,O
mutation,O,O
analyses,O,O
.,O,O
No,O,O
families,O,O
were,O,O
attributed,O,O
to,O,O
BRCA2,O,B
.,O,O
Five,O,O
families,O,O
(,O,O
22,O,O
%,O,O
),O,O
provided,O,O
evidence,O,O
against,O,O
linkage,O,O
to,O,O
both,O,O
BRCA1,O,B
and,O,O
BRCA2,O,B
.,O,O
No,O,O
BRCA1,O,B
or,O,O
BRCA2,O,B
mutations,O,O
were,O,O
detected,O,O
in,O,O
these,O,O
five,O,O
families,O,O
.,O,O
The,O,O
BRCA1,O,B
or,O,O
BRCA2,O,B
status,O,O
of,O,O
four,O,O
families,O,O
(,O,O
17,O,O
%,O,O
),O,O
could,O,O
not,O,O
be,O,O
determined,O,O
.,O,O
BRCA1,O,B
and,O,O
BRCA2,O,B
probably,O,O
explain,O,O
the,O,O
majority,O,O
of,O,O
hereditary,B,O
breast,I,B
cancer,I,I
that,O,O
exists,O,O
in,O,O
the,O,O
North,O,O
American,O,O
population,O,O
.,O,O
However,O,O
",",O,O
one,O,O
or,O,O
more,O,O
additional,O,O
genes,O,B
may,O,O
yet,O,O
be,O,O
found,O,O
that,O,O
explain,O,O
some,O,O
proportion,O,O
of,O,O
hereditary,B,O
breast,I,B
cancer,I,I
.,O,O
An,O,O
intronic,O,O
mutation,O,O
in,O,O
a,O,O
lariat,O,O
branchpoint,O,O
sequence,O,O
is,O,O
a,O,O
direct,O,O
cause,O,O
of,O,O
an,O,O
inherited,B,O
human,I,O
disorder,I,O
(,O,O
fish,B,O
-,I,O
eye,I,O
disease,I,O
),O,O
.,O,O
The,O,O
first,O,O
step,O,O
in,O,O
the,O,O
splicing,O,O
of,O,O
an,O,O
intron,O,O
from,O,O
nuclear,O,O
precursors,O,O
of,O,O
mRNA,O,O
results,O,O
in,O,O
the,O,O
formation,O,O
of,O,O
a,O,O
lariat,O,O
structure,O,O
.,O,O
A,O,O
distinct,O,O
intronic,O,O
nucleotide,O,O
sequence,O,O
",",O,O
known,O,O
as,O,O
the,O,O
branchpoint,O,O
region,O,O
",",O,O
plays,O,O
a,O,O
central,O,O
role,O,O
in,O,O
this,O,O
process,O,O
.,O,O
We,O,O
here,O,O
describe,O,O
a,O,O
point,O,O
mutation,O,O
in,O,O
such,O,O
a,O,O
sequence,O,O
.,O,O
Three,O,O
sisters,O,O
were,O,O
shown,O,O
to,O,O
suffer,O,O
from,O,O
fish,B,B
-,I,I
