token,label
.,O
Pretreatment,O
with,O
dexamethasone,O
is,O
not,O
justified,O
to,O
prevent,O
postoperative,O
myalgia,B
after,O
succinylcholine,B
.,O
Effect,O
of,O
lindane,O
on,O
hepatic,O
and,O
brain,O
cytochrome,O
P450s,O
and,O
influence,O
of,O
P450,O
modulation,O
in,O
lindane,O
induced,O
neurotoxicity,B
.,O
Oral,O
administration,O
of,O
lindane,O
(,O
2,O
.,O
5,O
",",O
5,O
",",O
10,O
and,O
15,O
mg,O
/,O
kg,O
",",O
body,O
weight,O
),O
for,O
5,O
days,O
was,O
found,O
to,O
produce,O
a,O
dose,O
-,O
dependent,O
increase,O
in,O
the,O
activity,O
of,O
P450,O
dependent,O
7,O
-,O
ethoxyresorufin,O
-,O
O,O
-,O
deethylase,O
(,O
EROD,O
),O
",",O
7,O
-,O
pentoxyresorufin,O
-,O
O,O
-,O
dealkylase,O
(,O
PROD,O
),O
and,O
N,O
-,O
nitrosodimethylamine,B
demethylase,O
(,O
NDMA,O
-,O
d,O
),O
in,O
rat,O
brain,O
and,O
liver,O
.,O
A,O
significant,O
increase,O
in,O
the,O
hepatic,B
and,O
brain,B
P450,I
monooxygenases,I
was,O
also,O
observed,O
when,O
the,O
duration,O
of,O
exposure,O
of,O
low,O
dose,O
(,O
2,O
.,O
5,O
mg,O
/,O
kg,O
),O
of,O
lindane,B
was,O
increased,O
from,O
5,O
days,O
to,O
15,O
or,O
21,O
.,O
As,O
observed,O
with,O
different,O
doses,O
",",O
the,O
magnitude,O
of,O
induction,O
in,O
the,O
activity,O
of,O
P450,B
monooxygenases,I
was,O
several,O
fold,O
higher,O
in,O
liver,B
microsomes,I
when,O
compared,O
with,O
the,O
brain,B
.,O
Western,O
blotting,O
studies,O
have,O
indicated,O
that,O
the,O
increase,O
in,O
the,O
P450,B
enzymes,I
could,O
be,O
due,O
to,O
the,O
increase,O
in,O
the,O
expression,O
of,O
P450,B
1A1,I
/,I
1A2,I
",",O
2B1,B
/,I
2B2,I
and,O
2E1,B
isoenzymes,I
.,O
In,O
vitro,O
studies,O
using,O
organic,O
inhibitors,O
specific,O
for,O
individual,O
P450,B
isoenzymes,I
and,O
antibody,O
inhibition,O
experiments,O
have,O
further,O
demonstrated,O
that,O
the,O
increase,O
in,O
the,O
activity,O
of,O
PROD,B
",",O
EROD,B
and,O
NDMA,B
-,I
d,I
are,O
due,O
to,O
the,O
increase,O
in,O
the,O
levels,O
of,O
P450,B
2B1,I
/,I
2B2,I
",",O
1A1,B
/,I
1A2,I
and,O
2E1,B
isoenzymes,I
",",O
respectively,O
.,O
Induction,O
studies,O
have,O
further,O
shown,O
that,O
while,O
pretreatment,O
of,O
3,O
-,O
methylcholanthrene,O
(,O
MC,O
),O
",",O
an,O
inducer,O
of,O
P4501A1,B
/,O
1A2,I
",",O
did,O
not,O
produce,O
any,O
significant,O
effect,O
in,O
the,O
incidence,O
of,O
lindane,B
induced,I
convulsions,I
",",O
pretreatment,O
with,O
phenobarbital,B
(,O
PB,O
),O
",",O
an,O
inducer,O
of,O
P450,O
2B1,B
/,O
2B2,I
or,O
ethanol,B
",",O
an,O
inducer,O
of,O
P450,O
2E1,B
catalysed,I
reactions,I
",",O
significantly,O
increased,O
the,O
incidence,O
of,O
lindane,B
induced,I
convulsions,I
.,O
Similarly,O
",",O
when,O
the,O
P450,O
-,O
mediated,O
metabolism,O
of,O
lindane,B
was,O
blocked,O
by,O
cobalt,O
chloride,O
incidence,O
of,O
convulsions,B
was,O
increased,O
in,O
animals,O
treated,O
with,O
lindane,B
indicating,O
that,O
lindane,B
per,O
se,O
or,O
its,O
metabolites,O
formed,O
by,O
PB,O
or,O
ethanol,O
inducible,O
P450,O
isoenzymes,O
are,O
involved,O
in,O
its,O
neurobehavioral,O
toxicity,B
.,O
Absolute,O
and,O
attributable,O
risk,O
of,O
venous,B
thromboembolism,I
in,O
women,O
on,O
combined,O
cyproterone,B
acetate,I
and,I
ethinylestradiol,I
.,O
OBJECTIVE,O
:,O
To,O
achieve,O
absolute,O
risk,O
estimates,O
of,O
venous,B
thromboembolism,I
(,O
VTE,B
),O
among,O
women,O
on,O
cyproterone,B
acetate,I
plus,O
ethinylestradiol,I
(,O
CPA,B
/,I
EE,I
),O
",",O
and,O
among,O
women,O
on,O
combined,O
oral,O
contraceptives,O
(,O
COCs,B
),O
.,O
METHODS,O
:,O
From,O
the,O
Danish,O
National,O
Register,O
of,O
Patients,O
(,O
NRP,O
),O
",",O
1996,O
to,O
1998,O
",",O
the,O
records,O
of,O
1,O
.,O
1,O
million,O
Danish,O
women,O
",",O
ages,O
15,O
to,O
44,O
years,O
",",O
were,O
searched,O
for,O
evidence,O
of,O
VTE,B
.,O
COC,O
use,O
was,O
ascertained,O
through,O
mailed,O
questionnaires,O
.,O
Sales,O
statistics,O
of,O
COCs,O
and,O
CPA,O
/,O
EE,O
were,O
provided,O
through,O
Danish,O
Drug,O
Statistics,O
.,O
RESULTS,O
:,O
During,O
the,O
time,O
frame,O
of,O
the,O
study,O
",",O
330,O
women,O
were,O
found,O
to,O
have,O
had,O
VTE,B
while,O
on,O
COCs,O
.,O
Of,O
these,O
women,O
",",O
67,O
were,O
on,O
levonorgestrel,O
-,O
containing,O
COCs,O
.,O
Eleven,O
were,O
on,O
CPA,B
/,I
EE,I
.,O
The,O
corresponding,O
absolute,O
risk,O
of,O
VTE,B
was,O
3,O
.,O
4,O
(,O
range,O
",",O
3,O
.,O
1,O
-,O
3,O
.,O
8,O
),O
per,O
10,O
000,O
women,O
years,O
among,O
the,O
women,O
on,O
COCs,O
",",O
4,O
.,O
2,O
(,O
range,O
",",O
3,O
.,O
2,O
-,O
5,O
.,O
2,O
),O
per,O
10,O
000,O
women,O
years,O
among,O
women,O
on,O
levonorgestrel,O
-,O
containing,O
COCs,O
",",O
and,O
3,O
.,O
1,O
(,O
range,O
",",O
1,O
.,O
3,O
-,O
4,O
.,O
),O
per,O
10,O
000,O
women,O
years,O
among,O
the,O
women,O
on,O
CPA,B
/,I
EE,I
.,O
CONCLUSION,O
:,O
Our,O
results,O
suggest,O
the,O
absolute,O
risk,O
of,O
VTE,B
among,O
Danish,O
women,O
on,O
COCs,O
is,O
similar,O
to,O
that,O
among,O
women,O
taking,O
CPA,B
/,I
EE,I
.,O
Comparison,O
of,O
developmental,O
toxicology,O
of,O
aspirin,B
(,O
acetylsalicylic,I
acid,I
),O
in,O
rats,O
using,O
selected,O
dosing,O
paradigms,O
.,O
BACKGROUND,O
:,O
Analysis,O
of,O
the,O
literature,O
for,O
nonsteroidal,O
anti,O
-,O
inflammatory,O
drugs,O
(,O
NSAIDs,B
),O
suggests,O
that,O
a,O
low,O
incidence,O
of,O
developmental,O
anomalies,O
occurs,O
in,O
rats,O
given,O
NSAIDs,B
on,O
specific,O
days,O
during,O
organogenesis,O
.,O
Aspirin,B
(,O
acetylsalicylic,B
acid,I
[,O
ASA,B
],O
"),",O
an,O
irreversible,O
cyclooxygenase,O
1,O
and,O
2,O
inhibitor,O
",",O
induces,O
developmental,O
anomalies,O
when,O
administered,O
to,O
Wistar,O
rats,O
on,O
gestational,O
day,O
(,O
GD,O
),O
9,O
",",O
10,O
",",O
or,O
11,O
(,O
Kimmel,O
CA,O
",",O
Wilson,O
JG,O
",",O
Schumacher,O
HJ,O
.,O
Teratology,B
4,I
:,O
15,I
-,I
24,I
",",O
1971,O
.,O
There,O
are,O
no,O
published,O
ASA,B
studies,O
using,O
the,O
multiple,O
dosing,O
paradigm,O
of,O
GDs,O
6,O
to,O
17,O
.,O
Objectives,O
of,O
the,O
current,O
study,O
were,O
to,O
compare,O
results,O
between,O
Sprague,O
-,O
Dawley,O
(,O
SD,O
),O
and,O
Wistar,O
strains,O
when,O
ASA,B
is,O
administered,O
on,O
GD,O
9,O
",",O
10,O
",",O
or,O
11,O
;,O
to,O
compare,O
the,O
malformation,B
patterns,I
following,O
single,O
and,O
multiple,O
dosings,O
during,O
organogenesis,O
in,O
SD,O
rats,O
;,O
and,O
to,O
test,O
the,O
hypothesis,O
that,O
maternal,O
gastrointestinal,O
toxicity,O
confounds,O
the,O
detection,O
of,O
low,O
incidence,O
malformations,O
with,O
ASA,B
when,O
a,O
multiple,O
dosing,O
paradigm,O
is,O
used,O
.,O
METHODS,O
:,O
ASA,B
was,O
administered,O
as,O
a,O
single,O
dose,O
on,O
GD,O
9,O
(,O
0,O
",",O
250,O
",",O
500,O
",",O
or,O
625,O
mg,O
/,O
kg,O
),O
",",O
10,O
(,O
0,O
",",O
500,O
",",O
625,O
",",O
or,O
750,O
mg,O
/,O
kg,O
),O
",",O
or,O
11,O
(,O
0,O
",",O
500,O
",",O
750,O
",",O
or,O
1000,O
mg,O
/,O
kg,O
),O
and,O
from,O
GD,O
6,O
to,O
GD,O
17,O
(,O
0,O
",",O
50,O
",",O
125,O
",",O
or,O
250,O
mg,O
/,O
kg,O
a,O
day,O
),O
in,O
the,O
multiple,O
dose,O
study,O
to,O
SD,O
rats,O
.,O
Animals,O
were,O
killed,O
on,O
GD,O
21,O
",",O
and,O
fetuses,O
were,O
examined,O
viscerally,O
.,O
RESULTS,O
:,O
The,O
literature,O
evaluation,O
suggested,O
that,O
NSAIDs,B
induce,O
ventricular,B
septal,I
defects,I
(,O
VSDs,B
),O
and,O
midline,B
defects,I
(,O
MDs,B
),O
in,O
rats,O
and,O
diaphragmatic,B
hernia,I
(,O
DH,B
),O
",",O
MDs,B
",",O
and,O
VSDs,B
in,O
rabbits,O
(,O
Cook,O
JC,O
et,O
al,O
.,O
",",O
2003,O
),O
;,O
hence,O
",",O
the,O
present,O
study,O
focused,O
on,O
these,O
malformations,O
",",O
even,O
though,O
ASA,B
induces,O
several,O
other,O
low,O
-,O
incidence,O
malformations,O
.,O
In,O
single,O
dose,O
studies,O
",",O
DH,B
",",O
MD,B
",",O
and,O
VSD,B
were,O
induced,O
on,O
GDs,O
9,O
and,O
10,O
.,O
VSD,B
also,O
was,O
noted,O
following,O
treatment,O
on,O
GD,O
11,O
.,O
In,O
contrast,O
",",O
DH,B
and,O
MD,B
were,O
noted,O
in,O
the,O
multiple,O
dose,O
study,O
design,O
only,O
in,O
the,O
high,O
-,O
dose,O
group,O
",",O
and,O
VSD,B
was,O
noted,O
across,O
all,O
dose,O
groups,O
.,O
CONCLUSIONS,O
:,O
High,O
concordance,O
in,O
major,O
developmental,O
anomalies,O
between,O
Wistar,O
and,O
SD,O
rats,O
were,O
noted,O
with,O
the,O
exception,O
of,O
VSD,B
in,O
the,O
SD,O
rats,O
and,O
hydrocephalus,B
in,O
the,O
Wistar,O
rats,O
.,O
Variations,O
and,O
malformations,O
were,O
similar,O
when,O
ASA,B
was,O
administered,O
as,O
a,O
single,O
dose,O
or,O
during,O
the,O
period,O
of,O
organogenesis,O
(,O
GDs,O
6,O
to,O
17,O
),O
.,O
It,O
was,O
also,O
evident,O
that,O
",",O
by,O
titrating,O
the,O
dose,O
to,O
achieve,O
a,O
maximum,O
tolerated,O
dose,O
",",O
malformations,O
that,O
normally,O
occur,O
at,O
low,O
incidence,O
",",O
as,O
reported,O
from,O
previous,O
single,O
dose,O
studies,O
",",O
could,O
also,O
be,O
induced,O
with,O
ASA,B
given,O
at,O
multiple,O
doses,O
.,O
Reversal,O
of,O
central,O
benzodiazepine,O
effects,O
by,O
flumazenil,O
after,O
intravenous,O
conscious,O
sedation,O
with,O
diazepam,B
and,O
opioids,B
:,O
report,O
of,O
a,O
double,O
-,O
blind,O
multicenter,O
study,O
.,O
The,O
Flumazenil,O
in,O
Intravenous,O
Conscious,O
Sedation,O
with,O
Diazepam,B
Multicenter,O
Study,O
Group,O
II,O
.,O
The,O
efficacy,O
and,O
safety,O
of,O
a,O
new,O
benzodiazepine,O
antagonist,O
",",O
flumazenil,O
",",O
were,O
assessed,O
in,O
a,O
double,O
-,O
blind,O
multicenter,O
study,O
.,O
Flumazenil,B
(,O
mean,O
dose,O
",",O
0,O
.,O
76,O
mg,O
),O
or,O
placebo,O
(,O
mean,O
dose,O
",",O
8,O
.,O
9,O
ml,O
),O
was,O
administered,O
intravenously,O
to,O
130,O
and,O
67,O
patients,O
",",O
respectively,O
",",O
who,O
had,O
been,O
given,O
diazepam,B
in,O
conjunction,O
with,O
an,O
opioid,O
(,O
fentanyl,B
",",O
meperidine,B
",",O
or,O
morphine,B
),O
for,O
the,O
induction,O
and,O
maintenance,O
of,O
intravenous,O
conscious,O
sedation,O
for,O
diagnostic,O
or,O
therapeutic,O
surgical,O
procedures,O
.,O
The,O
group,O
assessable,O
for,O
efficacy,O
comprised,O
122,O
patients,O
treated,O
with,O
flumazenil,B
and,O
64,O
patients,O
given,O
placebo,B
.,O
After,O
5,O
minutes,O
",",O
80,O
/,O
115,O
(,O
70,O
%,O
),O
flumazenil,B
-,O
treated,O
patients,O
",",O
compared,O
with,O
21,O
/,O
63,O
(,O
33,O
%,O
),O
placebo,B
-,O
treated,O
patients,O
",",O
were,O
completely,O
awake,O
and,O
alert,O
",",O
as,O
indicated,O
by,O
a,O
score,O
of,O
5,O
on,O
the,O
Observer,O
',O
s,O
Assessment,O
of,O
Alertness,O
/,O
Sedation,O
Scale,O
.,O
Ninety,O
-,O
five,O
percent,O
of,O
patients,O
in,O
each,O
group,O
who,O
attained,O
a,O
score,O
of,O
5,O
at,O
the,O
5,O
-,O
minute,O
assessment,O
showed,O
no,O
loss,O
of,O
alertness,O
throughout,O
the,O
180,O
-,O
minute,O
assessment,O
period,O
.,O
Flumazenil,B
-,I
treated,I
patients,O
also,O
performed,O
significantly,O
better,O
on,O
the,O
Finger,O
-,O
to,O
-,O
Nose,O
Test,O
and,O
the,O
recall,O
of,O
pictures,O
shown,O
at,O
the,O
5,O
-,O
minute,O
assessment,O
.,O
Flumazenil,O
was,O
well,O
tolerated,O
",",O
with,O
no,O
serious,O
adverse,B
effects,I
reported,O
.,O
Thirty,O
-,O
nine,O
(,O
30,O
%,O
):,O
of,O
flumazenil,O
-,O
treated,O
patients,O
",",O
compared,O
with,O
17,O
(,O
25,O
%,O
):,O
of,O
placebo,O
-,O
treated,O
patients,O
had,O
one,O
or,O
more,O
drug,O
-,O
related,O
adverse,B
experiences,I
.,O
The,O
most,O
common,O
adverse,B
effects,I
were,O
nausea,B
and,O
vomiting,I
in,O
the,O
flumazenil,O
group,O
and,O
nausea,B
and,O
injection,B
-,I
site,I
pain,I
in,O
the,O
placebo,O
group,O
.,O
Flumazenil,O
was,O
found,O
to,O
promptly,O
reverse,O
sedation,O
induced,O
by,O
diazepam,B
in,O
the,O
presence,O
of,O
opioids,O
.,O
Methylphenidate,B
-,I
induced,I
obsessive,I
-,I
compulsive,I
symptoms,I
in,O
an,O
elderly,O
man,O
.,O
An,O
82,O
-,O
year,O
-,O
old,O
man,O
with,O
treatment,O
-,O
resistant,O
depression,B
and,O
early,O
Alzheimer,B
',I
s,I
disease,I
was,O
started,O
on,O
methylphenidate,B
.,O
Significant,O
obsessive,B
-,I
compulsive,I
behavior,O
ensued,O
but,O
diminished,O
over,O
several,O
weeks,O
when,O
methylphenidate,B
was,O
replaced,O
by,O
fluvoxamine,B
.,O
The,O
patient,O
had,O
no,O
prior,O
psychiatric,O
history,O
",",O
but,O
he,O
had,O
a,O
sister,O
with,O
obsessive,B
-,I
compulsive,I
disorder,I
.,O
It,O
appears,O
that,O
methylphenidate,B
precipitated,O
the,O
patient,O
',O
s,O
pathological,O
behavior,O
.,O
Ciprofloxacin,O
-,O
induced,O
acute,B
interstitial,I
nephritis,I
and,O
autoimmune,B
hemolytic,I
anemia,I
.,O
Ciprofloxacin,O
has,O
been,O
associated,O
with,O
several,O
side,O
effects,O
including,O
interstitial,B
nephritis,I
and,O
hemolytic,B
anemia,I
.,O
The,O
combination,O
of,O
both,O
side,O
effects,O
is,O
extremely,O
rare,O
.,O
In,O
this,O
report,O
",",O
we,O
describe,O
a,O
case,O
of,O
ciprofloxacin,O
-,O
induced,O
interstitial,B
nephritis,I
and,O
autoimmune,B
hemolytic,I
anemia,I
.,O
Hemolytic,B
anemia,I
improved,O
after,O
stopping,O
the,O
drug,O
and,O
initiation,O
of,O
steroid,O
therapy,O
Unfortunately,O
",",O
acute,B
interstitial,I
nephritis,I
was,O
irreversible,O
and,O
the,O
patient,O
developed,O
end,O
-,O
stage,O
renal,B
disease,I
Potential,O
deleterious,O
effect,O
of,O
furosemide,B
in,O
radiocontrast,B
nephropathy,I
The,O
purpose,O
of,O
the,O
study,O
was,O
to,O
determine,O
the,O
efficacy,O
of,O
furosemide,B
in,O
addition,O
to,O
intravenous,O
fluids,O
in,O
the,O
prevention,O
of,O
radiocontrast,B
nephropathy,I
18,O
patients,O
",",O
referred,O
to,O
a,O
radiocontrast,O
study,O
",",O
considered,O
at,O
risk,O
because,O
of,O
preexisting,O
renal,B
insufficiency,I
",",O
were,O
enrolled,O
in,O
a,O
prospective,O
",",O
randomized,O
",",O
controlled,O
trial,O
",",O
performed,O
at,O
the,O
secondary,O
care,O
center,O
of,O
a,O
1,O
",",O
100,O
-,O
bed,O
private,O
university,O
hospital,O
.,O
In,O
addition,O
to,O
fluids,O
",",O
the,O
treatment,O
group,O
received,O
furosemide,B
(,O
mean,O
dose,O
110,O
mg,O
),O
intravenously,O
30,O
min,O
prior,O
to,O
the,O
injection,O
of,O
contrast,O
material,O
.,O
The,O
control,O
group,O
received,O
fluids,O
(,O
mean,O
3,O
liters,O
),O
.,O
Radiological,O
studies,O
were,O
mostly,O
angiographies,O
performed,O
with,O
both,O
ionic,O
and,O
non,O
-,O
contrast,O
material,O
",",O
at,O
an,O
average,O
dose,O
of,O
245,O
ml,O
.,O
Renal,B
function,I
significantly,O
deteriorated,O
in,O
the,O
group,O
pretreated,O
with,O
furosemide,B
(,O
p,O
<,O
0,O
.48,O
005,O
by,O
ANOVA,O
),O
",",O
with,O
a,O
rise,O
in,O
serum,B
creatinine,I
from,O
145,O
+,O
/,O
-,O
13,O
to,O
182,B
+,O
/,O
-,O
16,O
mumol,O
/,O
l,O
at,O
24,O
h,O
",",O
while,O
no,O
change,O
occurred,O
in,O
the,O
control,O
group,O
(,O
from,O
141,O
+,O
/,O
-,O
6,O
to,O
142,O
+,O
/,O
-,O
7,O
mumol,O
/,O
l,O
),O
.,O
Renal,B
failure,I
was,O
associated,O
with,O
weight,O
loss,O
in,O
the,O
furosemide,O
-,O
treated,O
group,O
.,O
Furosemide,B
may,O
be,O
deleterious,O
in,O
the,O
prevention,O
of,O
radiocontrast,B
nephropathy,I
.,O
Progestational,O
agents,O
and,O
blood,O
coagulation,B
.,O
VII,O
.,O
Thromboembolic,O
and,O
other,O
complications,O
of,O
oral,O
contraceptive,O
therapy,O
in,O
relationship,O
to,O
pretreatment,O
levels,O
of,O
blood,O
coagulation,B
factors,I
:,O
summary,O
report,O
of,O
a,O
ten,O
-,O
year,O
study,O
.,O
During,O
a,O
ten,O
-,O
year,O
period,O
",",O
348,O
women,O
were,O
studied,O
for,O
a,O
total,O
of,O
5,O
",",O
877,O
patient,O
months,O
in,O
four,O
separate,O
studies,O
relating,O
oral,O
contraceptives,O
to,O
changes,O
in,O
hematologic,O
parameters,O
.,O
Significant,O
increases,O
in,O
certain,O
factors,O
of,O
the,O
blood,B
coagulation,I
and,O
fibrinolysin,B
systems,O
(,O
factors,O
I,B
",",O
II,B
",",O
VII,B
",",O
VIII,B
",",O
IX,B
",",O
and,O
X,B
and,O
plasminogen,B
),O
were,O
observed,O
in,O
the,O
treated,O
groups,O
.,O
Severe,O
complications,O
developed,O
in,O
four,O
patients,O
.,O
All,O
four,O
had,O
an,O
abnormal,O
blood,O
coagulation,O
profile,O
",",O
suggesting,O
hypercoagulability,B
before,O
initiation,O
of,O
therapy,O
.,O
Some,O
of,O
these,O
findings,O
represented,O
the,O
most,O
extreme,O
abnormalities,O
seen,O
in,O
the,O
entire,O
group,O
of,O
patients,O
;,O
some,O
increased,O
further,O
during,O
therapy,O
.,O
One,O
of,O
these,O
patients,O
developed,O
a,O
myocardial,B
infarction,I
before,O
receiving,O
any,O
medication,O
",",O
shortly,O
after,O
the,O
base,O
-,O
line,O
values,O
were,O
obtained,O
.,O
One,O
patient,O
developed,O
retinopathy,B
19,O
months,O
after,O
she,O
began,O
therapy,O
",",O
and,O
another,O
developed,O
thrombophlebitis,B
after,O
27,O
months,O
of,O
therapy,O
.,O
The,O
fourth,O
patient,O
developed,O
thrombophlebitis,B
14,O
days,O
after,O
initiation,O
of,O
contraceptive,O
therapy,O
.,O
All,O
four,O
patients,O
were,O
of,O
the,O
A,B
or,O
AB,B
blood,I
group,I
.,O
Previous,O
studies,O
suggested,O
the,O
possiblility,O
of,O
increased,O
propensity,O
for,O
thromboembolic,B
episodes,I
in,O
patients,O
possessing,O
the,O
A,B
antigen,I
.,O
It,O
appears,O
from,O
these,O
data,O
that,O
hematologic,O
work,O
-,O
ups,O
may,O
be,O
useful,O
in,O
women,O
who,O
are,O
about,O
to,O
start,O
long,O
-,O
term,O
oral,O
contraceptive,O
therapy,O
.,O
Orthostatic,B
hypotension,I
occurs,O
following,O
alpha,O
2,O
-,O
adrenoceptor,O
blockade,O
in,O
chronic,O
prazosin,O
-,O
pretreated,O
conscious,O
spontaneously,O
hypertensive,O
rats,O
.,O
1,O
.,O
Studies,O
were,O
performed,O
to,O
evaluate,O
whether,O
chronic,O
prazosin,O
treatment,O
alters,O
the,O
alpha,O
2,O
-,O
adrenoceptor,O
function,O
for,O
orthostatic,O
control,O
of,O
arterial,O
blood,O
pressure,O
in,O
conscious,O
spontaneously,O
hypertensive,O
rats,O
(,O
SHR,B
),O
.,O
2,O
.1,O
Conscious,O
SHR,O
(,O
male,O
300,O
-,O
350,O
g,O
),O
were,O
subjected,O
to,O
90,O
degrees,O
head,O
-,O
up,O
tilts,O
for,O
60,O
s,O
following,O
acute,O
administration,O
of,O
prazosin,B
(,O
0,O
.1,O
mg,O
kg,O
-,O
1,O
i,O
.,O
p,O
.,O
),O
or,O
rauwolscine,B
(,O
3,O
mg,O
kg,O
-,O
1,O
i,O
.,O
v,O
.,O
),O
.,O
Orthostatic,O
hypotension,B
was,O
determined,O
by,O
the,O
average,O
decrease,O
(,O
%,O
),O
in,O
mean,O
arterial,O
pressure,O
(,O
MAP,O
femoral,O
),O
over,O
the,O
60,O
-,O
s,O
tilt,O
period,O
.,O
The,O
basal,O
MAP,O
of,O
conscious,O
SHR,O
was,O
reduced,O
to,O
a,O
similar,O
extent,O
by,O
prazosin,B
(,O
-,O
23,O
%,O
(,O
-,O
),O
-,O
26,O
%,O
MAP,O
),O
and,O
rauwolscine,B
(,O
-,O
16,O
%,O
(,O
-,O
),O
-,O
33,O
%,O
MAP,O
),O
.,O
However,O
",",O
the,O
head,O
-,O
up,O
tilt,O
induced,O
orthostatic,B
hypotension,I
in,O
the,O
SHR,O
treated,O
with,O
prazosin,B
(,O
-,O
16,O
%,O
MAP,O
",",O
n,O
=,O
6,O
),O
",",O
but,O
not,O
in,O
the,O
SHR,O
treated,O
with,O
rauwolscine,B
(,O
less,O
than,O
+,O
2,O
%,O
MAP,O
",",O
n,O
=,O
6,O
),O
.,O
3,O
.1,O
Conscious,O
SHR,O
were,O
treated,O
for,O
4,O
days,O
with,O
prazosin,B
at,O
2,O
mg,O
kg,O
-,O
1,O
day,O
-,O
1,O
i,O
.,O
p,O
.,O
for,O
chronic,O
alpha,O
1,O
-,O
adrenoceptor,O
blockade,O
.,O
MAP,O
in,O
conscious,O
SHR,O
after,O
chronic,O
prazosin,O
treatment,O
was,O
14,O
%,O
lower,O
than,O
in,O
the,O
untreated,O
SHR,O
(,O
n,O
=,O
8,O
),O
.,O
Head,O
-,O
up,O
tilts,O
in,O
these,O
rats,O
did,O
not,O
produce,O
orthostatic,O
hypotension,B
when,O
performed,O
either,O
prior,O
to,O
or,O
after,O
acute,O
dosing,O
of,O
prazosin,O
(,O
0,O
.,O
1,O
mg,O
kg,O
-,O
i,O
.,O
p,O
.,O
Conversely,O
",",O
administration,O
of,O
rauwolscine,B
(,O
3,O
-,O
.,O
v,O
.,O
),O
in,O
chronic,O
prazosin,B
treated,O
SHR,O
decreased,O
the,O
basal,O
MAP,O
by,O
12,O
-,O
31,O
%,O
(,O
n,O
=,O
4,O
),O
",",O
and,O
subsequent,O
tilts,O
induced,O
further,O
drops,O
19,O
-,O
23,O
%,O
these,O
rats,O
.,O
.,O
The,O
pressor,O
responses,O
bradycardia,O
to,O
alpha,O
-,O
agonist,O
cirazoline,B
(,O
0,O
.,O
6,O
and,O
2,O
micrograms,O
kg,O
-,O
1,O
i,O
.,O
v,O
.,O
)-11,O
",",O
the,O
alpha,O
2,O
-,O
agonist,O
Abbott,O
-,O
53693,O
(,O
1,O
and,O
3,O
micrograms,O
kg,O
-,O
1,O
i,O
.,O
v,O
.,O
)-33,O
",",O
and,O
noradrenaline,O
(,O
0,O
.,O
1,O
and,O
1,O
.,O
0,O
micrograms,O
kg,O
-,O
1,O
i,O
.,O
v,O
.,O
)-53,O
were,O
determined,O
in,O
conscious,O
SHR,O
with,O
and,O
without,O
chronic,O
prazosin,B
pretreatment,O
.,O
Both,O
the,O
pressor,O
and,O
bradycardia,O
effects,O
of,O
cirazoline,B
were,O
abolished,O
in,O
chronic,O
prazosin,O
treated,O
SHR,O
(,O
n,O
=,O
4,O
)-85,O
as,O
compared,O
to,O
the,O
untreated,O
SHR,O
(,O
n,O
=,O
4,O
)-96,O
.,O
On,O
the,O
other,O
hand,O
",",O
the,O
pressor,O
effects,O
of,O
Abbott,O
-,O
53693,O
were,O
similar,O
in,O
both,O
groups,O
of,O
SHR,O
",",O
but,O
the,O
accompanying,O
bradycardia,B
was,O
greater,O
in,O
SHR,O
with,O
chronic,O
prazosin,O
treatment,O
than,O
without,O
such,O
treatment,O
.,O
Furthermore,O
",",O
the,O
bradycardia,B
that,O
accompanied,O
the,O
noradrenaline,O
-,O
induced,O
pressor,O
effect,O
in,O
SHR,O
was,O
similar,O
with,O
and,O
without,O
chronic,O
prazosin,O
treatment,O
despite,O
a,O
47,O
-,O
71,O
%,O
reduction,O
of,O
the,O
pressor,O
effect,O
in,O
chronic,O
alpha,O
1,O
-,O
receptor,O
blocked,O
SHR,O
.,O
(,O
ABSTRACT,O
TRUNCATED,O
AT,O
400,O
WORDS,O
),O
Hemolytic,B
-,I
uremic,I
syndrome,I
associated,O
with,O
ingestion,O
of,O
quinine,B
.,O
Hemolytic,B
-,I
uremic,I
syndrome,I
following,O
quinine,B
ingestion,O
is,O
a,O
newly,O
described,O
phenomenon,O
",",O
with,O
just,O
two,O
previous,O
descriptions,O
of,O
4,O
cases,O
in,O
the,O
literature,O
.,O
We,O
describe,O
a,O
5th,O
case,O
.,O
The,O
reaction,O
may,O
be,O
mediated,O
by,O
the,O
presence,O
of,O
antibodies,O
reactive,O
against,O
platelets,O
in,O
the,O
presence,O
of,O
quinine,B
.,O
Treatment,O
has,O
included,O
use,O
of,O
plasma,O
exchange,O
",",O
prednisone,B
",",O
aspirin,B
",",O
and,O
dipyridamole,B
.,O
The,O
patients,O
have,O
all,O
regained,O
some,O
degree,O
of,O
renal,B
function,I
.,O
However,O
",",O
it,O
is,O
unclear,O
whether,O
pharmacological,O
treatment,O
or,O
spontaneous,O
resolution,O
is,O
responsible,O
for,O
the,O
improvement,O
.,O
Quinine,B
-,I
associated,I
hemolytic,I
-,I
uremic,I
syndrome,I
probably,O
occurs,O
more,O
often,O
than,O
is,O
recognized,O
.,O
It,O
is,O
important,O
to,O
recognize,O
this,O
reaction,O
when,O
it,O
occurs,O
and,O
to,O
avoid,O
further,O
quinine,B
exposure,O
",",O
since,O
the,O
reaction,O
seems,O
to,O
be,O
recurrent,O
.,O
Amnestic,B
syndrome,I
